,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,3871008_step7_production,https://zenodo.org/records/3871008,seg_2_WAT,1,seg_1_CHL,1,seg_0_system1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,7614455_wt_run3,https://zenodo.org/records/7614455,seg_0_PROA,0,seg_6_CLA,1,seg_2_DOPC,1,seg_3_DOPE,1,seg_1_PROB,0,seg_7_TIP3,1,seg_5_SOD,1,seg_4_SAPI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,11282884_md_TonBCTD_amber99SBws_model1,https://zenodo.org/records/11282884,seg_1_SOL,1,seg_2_NA,1,seg_0_Protein_chain_A,0,seg_3_CL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,4608014_topol-5,https://zenodo.org/records/4608014,seg_0_Ar4,0,seg_1_Arg,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3604687_S-4-1600-345,https://zenodo.org/records/3604687,seg_5_CL-,0,seg_2_W,0,seg_1_DPPC,2,seg_3_WF,0,seg_0_BTUB,1,seg_4_NA+,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4068481_lp200_anneal,https://zenodo.org/records/4068481,seg_1_OMPA,1,seg_8_W,0,seg_6_FOCA,1,seg_10_NA+,0,seg_4_ATPS,1,seg_2_OMPG,1,seg_5_GLPF,1,seg_9_WF,0,seg_7_DPPC,2,seg_11_CL-,0,seg_0_EPHA,1,seg_3_BTUB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,573274_polyl-dopc,https://zenodo.org/records/573274,seg_2_DOPC,1,seg_1_PROB,0,seg_0_PROA,0,seg_3_TIP3,1,seg_5_CLA,1,seg_4_SOD,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,3540513_LT_BINARY,https://zenodo.org/records/3540513,seg_4_CL,1,seg_0_DPPC,1,seg_1_Cholesterol,1,seg_3_NA,1,seg_2_TIP3p,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1182654_for-md-CHARMM36_POPS_K_298K_10A-switch_v1,https://zenodo.org/records/1182654,seg_1_TIP3,1,seg_2_POT,1,seg_0_POPS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,825185_pull_24,https://zenodo.org/records/825185,seg_1_HA4,1,seg_2_SOL,1,seg_4_CL,1,seg_3_NA,1,seg_0_CD44_link,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3252052_md_chol10,https://zenodo.org/records/3252052,seg_2_SOL,1,seg_0_CHO,1,seg_1_POPC,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,13236210_md_MANF_amber99SB-disp_model6,https://zenodo.org/records/13236210,seg_1_SOL,1,seg_2_NA,1,seg_0_Protein_chain_A,1,seg_3_CL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,7022749_CHOL0_medium,https://zenodo.org/records/7022749,seg_1_TP3,1,seg_0_POPC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,3870998_step7_production,https://zenodo.org/records/3870998,seg_2_WAT,1,seg_1_CHL,1,seg_0_system1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1293891_for-md-POPE_berger_303K_repH2_v2,https://zenodo.org/records/1293891,seg_1_SOL,1,seg_0_POPE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,7000446_TPP_POPC_CHARMM36_298K_420mM_20000waters_paramchem_B3LYP_ESP_charges_ECC,https://zenodo.org/records/7000446,seg_2_TIP3,1,seg_1_TPP_ECC,0,seg_0_POPC,1,seg_3_CL_2s,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,3899535_MONO_850_323K,https://zenodo.org/records/3899535,seg_5_NA,1,seg_1_POPC,1,seg_3_POPG,1,seg_6_CL,1,seg_0_DPPC,1,seg_4_SOL,1,seg_2_CHL1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,825185_pull_25,https://zenodo.org/records/825185,seg_1_HA4,1,seg_2_SOL,1,seg_4_CL,1,seg_3_NA,1,seg_0_CD44_link,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,13235704_md_calmodulin_amber99SBws_model10,https://zenodo.org/records/13235704,seg_1_SOL,1,seg_2_K,1,seg_0_Protein_chain_A,1,seg_3_CL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,34415_035M_CaCl2_POPC_AMB,https://zenodo.org/records/34415,seg_1_SOL,1,seg_2_CA,1,seg_0_POPC,1,seg_3_CL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,7125315_3b_rep05,https://zenodo.org/records/7125315,seg_1_DMF,1,seg_0_AMA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,238943_pull42,https://zenodo.org/records/238943,seg_3_POPS,0,seg_6_K,1,seg_0_POPC,2,seg_4_POPC,2,seg_5_NP1,1,seg_1_POPS,2,seg_2_POPC,2,seg_8_SOL,1,seg_7_CL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,4770527_md1_kir62_6c3p_1000ns,https://zenodo.org/records/4770527,seg_4_MOL,0,seg_2_Protein_chain_C,1,seg_6_SOL,0,seg_5_POPC,2,seg_3_Protein_chain_D,1,seg_0_Protein_chain_A,1,seg_7_K,2,seg_8_CL,2,seg_1_Protein_chain_B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,3247396_01-POPC_512_TM3_D2A_10_5up_5down_NaCl_150mM_310K_md,https://zenodo.org/records/3247396,seg_2_SOL,1,seg_4_CL,1,seg_1_POPC,1,seg_0_TM3_D2A,0,seg_3_NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32497_popcRUN2,https://zenodo.org/records/32497,seg_1_SOL,1,seg_3_NA,1,seg_2_CL,1,seg_0_POPC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,10464960_POPC_113mM_NaCl_prosECCo75,https://zenodo.org/records/10464960,seg_1_SOL,1,seg_2_NA_s,1,seg_0_POPC,1,seg_3_CL_2s,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,5025392_OmpF_PEN,https://zenodo.org/records/5025392,seg_2_monomer_C,1,seg_5_DPOG,1,seg_4_POPE,1,seg_13_NA,1,seg_11_CA,1,seg_1_monomer_B,1,seg_12_PEN,0,seg_7_POPO,1,seg_3_LPS,1,seg_9_NA,1,seg_0_monomer_A,1,seg_6_LPOG,1,seg_8_SOL,1,seg_10_MG,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,4056037_E3e4_run45,https://zenodo.org/records/4056037,seg_0_Protein,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,3888369_NA_4138_OPC,https://zenodo.org/records/3888369,seg_1_NA_sM,1,seg_0_SOL,1,seg_2_CL_2s,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,3483785_step7_1,https://zenodo.org/records/3483785,seg_1_POPG,1,seg_2_TIP3,1,seg_0_POPC,1,seg_3_CAL,1,seg_4_CLA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,7973838_fb_popc_nak,https://zenodo.org/records/7973838,seg_0_POPC,1,seg_2_K,1,seg_3_CL,1,seg_1_SOL,1,seg_5_CL,1,seg_4_NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,3956709_332_25,https://zenodo.org/records/3956709,seg_2_CHOL,1,seg_3_DPPC2,1,seg_6_W,0,seg_7_WF,0,seg_1_DOPC,1,seg_0_DPPC,1,seg_4_DOPC2,1,seg_9_CL,0,seg_8_NA,0,seg_5_CHOL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,229254_md130,https://zenodo.org/records/229254,seg_0_POPC,1,seg_1_SOL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,7010110_etidocaine_POPC_CHARMM_298K_Cl_countra_140mM_177600waters_413,https://zenodo.org/records/7010110,seg_2_TIP3,1,seg_3_CLA,1,seg_0_POPC,1,seg_1_etidocaine,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,4056037_E5e4_run92,https://zenodo.org/records/4056037,seg_0_Protein,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,7533587_ff14sb_clust3_2,https://zenodo.org/records/7533587,seg_2_SOL,1,seg_1_Protein_chain_B,1,seg_0_Protein_chain_A,1,seg_3_CL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,238943_pull46,https://zenodo.org/records/238943,seg_3_POPS,2,seg_6_K,1,seg_0_POPC,1,seg_4_POPC,2,seg_5_NP1,1,seg_1_POPS,2,seg_2_POPC,2,seg_8_SOL,1,seg_7_CL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,3592499_dlpc,https://zenodo.org/records/3592499,seg_1_TIP3,1,seg_2_SOD,1,seg_3_CLA,1,seg_0_DLPC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,4056037_E7e4_run8,https://zenodo.org/records/4056037,seg_0_Protein,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,6336691_production,https://zenodo.org/records/6336691,seg_1_TIP3,1,seg_0_POPC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,6943413_DMPC_small,https://zenodo.org/records/6943413,seg_1_TIP3,1,seg_0_DMPC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4056037_E7e4_run59,https://zenodo.org/records/4056037,seg_0_Protein,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,825048_md-production_parallel_11,https://zenodo.org/records/825048,seg_0_CD44_link,1,seg_4_CL,1,seg_2_SOL,1,seg_3_NA,1,seg_1_HA8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,6341899_production,https://zenodo.org/records/6341899,seg_1_TIP3,1,seg_3_CLA,1,seg_0_POPC,1,seg_2_CAL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,26929036_8p450k,https://zenodo.org/records/26929036,seg_0_SOL,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,7012004_md_run3,https://zenodo.org/records/7012004,seg_6_Protein7,0,seg_12_CL,1,seg_10_SOL,1,seg_5_Protein6,0,seg_0_Protein,0,seg_1_Protein2,0,seg_2_Protein3,0,seg_8_Protein9,0,seg_3_Protein4,0,seg_7_Protein8,0,seg_11_NA,0,seg_4_Protein5,0,seg_9_Protein10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,4056037_E11e4_run46,https://zenodo.org/records/4056037,seg_0_Protein,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,4674308_benzaldehyde65,https://zenodo.org/records/4674308,seg_5_NA,1,seg_1_POPC,1,seg_3_POPG,1,seg_6_CL,1,seg_0_DPPC,1,seg_4_SOL,1,seg_2_CHL1,1,seg_7_benzaldehyde,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1009027_DPPC_512_NaCl_150mM_338K_md,https://zenodo.org/records/1009027,seg_1_SOL,1,seg_2_NA,1,seg_3_CL,1,seg_0_DPPC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,3247322_01-POPC_512_WALP23_10_5up_5down_NaCl_150mM_310K_md,https://zenodo.org/records/3247322,seg_2_SOL,1,seg_4_CL,1,seg_1_POPC,1,seg_0_WALP23,0,seg_3_NA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,4116245_monomer_curved_r1,https://zenodo.org/records/4116245,seg_2_WAL,0,seg_3_W,0,seg_1_POPC,2,seg_5_CL,0,seg_4_WF,0,seg_0_PROB_P,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,28638_C12E5new2,https://zenodo.org/records/28638,seg_4_C12E5,1,seg_7_SOL,1,seg_5_SOL,1,seg_1_SOL,1,seg_3_SOL,1,seg_6_C12E5,1,seg_2_C12E5,1,seg_0_C12E5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,3888436_NA_2483_SPCE_FULL,https://zenodo.org/records/3888436,seg_0_SOL,1,seg_1_CL_d,1,seg_2_NA_d,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,4056037_E5e4_run19,https://zenodo.org/records/4056037,seg_0_Protein,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,825387_md-production_17,https://zenodo.org/records/825387,seg_1_HA8,2,seg_4_CL,1,seg_2_SOL,1,seg_3_NA,1,seg_0_CD44_link,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,8252730_hMff_micelle_50SDS_CHARMM_310K_Na_Neut_OPC_73800water_replica3,https://zenodo.org/records/8252730,seg_0_SDS,1,seg_3_SOL,1,seg_2_SOD,2,seg_1_PROA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,4056037_E7e4_run47,https://zenodo.org/records/4056037,seg_0_Protein,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,7973838_fb_mix_nak,https://zenodo.org/records/7973838,seg_3_PLA20,1,seg_13_PAPC,1,seg_16_SOL,1,seg_5_POPC,1,seg_2_CHL1,1,seg_17_K,1,seg_15_SOPC,1,seg_18_CL,1,seg_10_PSM,1,seg_7_SAPS,2,seg_20_CL,1,seg_6_SAPE,2,seg_1_PLPC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,seg_19_NA,1,seg_9_DPPC,1,seg_14_LSM,1,seg_11_SAPI24,1,seg_0_PAPS,1,seg_8_POPE,1,seg_4_PDOPE,2,seg_12_NSM,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,3604448_S-7-345,https://zenodo.org/records/3604448,seg_5_CL-,0,seg_2_W,0,seg_1_DPPC,2,seg_0_FOCA,1,seg_3_WF,0,seg_4_NA+,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,11219521_SOPC_mono_m,https://zenodo.org/records/11219521,seg_1_TIP3,1,seg_0_SOPC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3613573_PCPG_CA0,https://zenodo.org/records/3613573,seg_1_POPG,1,seg_2_TIP3p,1,seg_0_POPC,1,seg_3_NA_d,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,11192164_6p_45Q_400K,https://zenodo.org/records/11192164,seg_2_ION,0,seg_1_PW,0,seg_3_CL,0,seg_0_Protein,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,6335769_production,https://zenodo.org/records/6335769,seg_1_TIP3,1,seg_0_POPC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,3956812_211_25_trr,https://zenodo.org/records/3956812,seg_2_CHOL,1,seg_3_DPPC2,1,seg_6_W,0,seg_7_WF,0,seg_1_DOPC,1,seg_0_DPPC,1,seg_4_DOPC2,1,seg_9_CL,0,seg_8_NA,0,seg_5_CHOL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,345321_DPPC-298K-69,https://zenodo.org/records/345321,seg_1_SOL,1,seg_0_DPPC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
